State,Year,Gender,Race,Age,Education,Current_Consumption,Previous_Year_Consumption,Percent_Consumption_Change
Indiana,2012,Overall,Hispanic,All Ages,All Grades,18.9,22.4,-15.625000000000002
Indiana,2012,Overall,White,All Ages,All Grades,23.5,25.0,-6.0
Iowa,2012,Female,All Races,18 to 44 Years,All Grades,20.6,24.3,-15.226337448559669
Iowa,2012,Female,All Races,All Ages,All Grades,16.5,18.6,-11.290322580645167
Iowa,2012,Male,All Races,All Ages,All Grades,19.8,22.2,-10.810810810810805
Iowa,2012,Overall,African American,All Ages,All Grades,24.9,32.9,-24.316109422492403
Iowa,2012,Overall,All Races,18 to 24 Years,All Grades,17.4,27.1,-35.793357933579344
Iowa,2012,Overall,All Races,25 to 44 Years,All Grades,23.5,25.6,-8.203125000000005
Iowa,2012,Overall,All Races,45 to 64 Years,All Grades,19.5,20.4,-4.411764705882346
Iowa,2012,Overall,All Races,65 Years and Older,All Grades,8.5,7.1,19.718309859154935
Iowa,2012,Overall,All Races,Age 20 and Older,12th Grade,21.6,23.9,-9.623430962343084
Iowa,2012,Overall,All Races,Age 20 and Older,< 12th Grade,32.7,35.8,-8.659217877094957
Iowa,2012,Overall,All Races,Age 20 and Older,> 12th Grade,14.8,15.8,-6.329113924050633
Iowa,2012,Overall,All Races,Age 25 and Older,12th Grade,20.4,21.8,-6.422018348623864
Iowa,2012,Overall,All Races,Age 25 and Older,< 12th Grade,31.7,32.8,-3.3536585365853595
Iowa,2012,Overall,All Races,Age 25 and Older,> 12th Grade,15.2,15.6,-2.5641025641025665
Iowa,2012,Overall,All Races,All Ages,All Grades,18.1,20.4,-11.274509803921555
Iowa,2012,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
Iowa,2012,Overall,Asian/Pacific Islander,All Ages,All Grades,5.2,16.3,-68.09815950920246
Iowa,2012,Overall,Hispanic,All Ages,All Grades,17.0,18.9,-10.052910052910047
Iowa,2012,Overall,White,All Ages,All Grades,17.7,19.9,-11.055276381909545
Kansas,2012,Female,All Races,18 to 44 Years,All Grades,21.5,23.5,-8.51063829787234
Kansas,2012,Female,All Races,All Ages,All Grades,17.7,19.5,-9.230769230769234
Kansas,2012,Male,All Races,All Ages,All Grades,21.1,24.6,-14.227642276422763
Kansas,2012,Overall,African American,All Ages,All Grades,22.4,28.2,-20.56737588652483
Kansas,2012,Overall,All Races,18 to 24 Years,All Grades,22.6,24.5,-7.755102040816321
Kansas,2012,Overall,All Races,25 to 44 Years,All Grades,23.8,27.2,-12.499999999999996
Kansas,2012,Overall,All Races,45 to 64 Years,All Grades,19.7,22.5,-12.444444444444446
Kansas,2012,Overall,All Races,65 Years and Older,All Grades,8.8,9.5,-7.368421052631572
Kansas,2012,Overall,All Races,Age 20 and Older,12th Grade,25.3,29.5,-14.237288135593218
Kansas,2012,Overall,All Races,Age 20 and Older,< 12th Grade,32.8,40.4,-18.811881188118814
Kansas,2012,Overall,All Races,Age 20 and Older,> 12th Grade,14.9,15.9,-6.289308176100628
Kansas,2012,Overall,All Races,Age 25 and Older,12th Grade,23.8,27.8,-14.388489208633093
Kansas,2012,Overall,All Races,Age 25 and Older,< 12th Grade,31.1,39.7,-21.662468513853906
Kansas,2012,Overall,All Races,Age 25 and Older,> 12th Grade,14.7,15.5,-5.1612903225806495
Kansas,2012,Overall,All Races,All Ages,All Grades,19.4,22.0,-11.818181818181824
Kansas,2012,Overall,American Indian/Alaska Native,All Ages,All Grades,40.2,47.7,-15.723270440251572
Kansas,2012,Overall,Asian/Pacific Islander,All Ages,All Grades,11.1,20.0,-44.5
Kansas,2012,Overall,Hispanic,All Ages,All Grades,10.7,22.6,-52.654867256637175
Kansas,2012,Overall,White,All Ages,All Grades,19.7,21.1,-6.635071090047403
Kentucky,2012,Female,All Races,18 to 44 Years,All Grades,32.7,32.2,1.5527950310559004
Kentucky,2012,Female,All Races,All Ages,All Grades,26.1,26.6,-1.8796992481203008
Kentucky,2012,Male,All Races,All Ages,All Grades,30.6,31.6,-3.1645569620253164
Kentucky,2012,Overall,African American,All Ages,All Grades,31.5,33.8,-6.8047337278106435
Kentucky,2012,Overall,All Races,18 to 24 Years,All Grades,31.3,30.9,1.2944983818770297
Kentucky,2012,Overall,All Races,25 to 44 Years,All Grades,36.7,37.5,-2.1333333333333258
Kentucky,2012,Overall,All Races,45 to 64 Years,All Grades,28.0,29.7,-5.723905723905722
Kentucky,2012,Overall,All Races,65 Years and Older,All Grades,12.2,10.4,17.307692307692296
Kentucky,2012,Overall,All Races,Age 20 and Older,12th Grade,31.7,33.3,-4.804804804804799
Kentucky,2012,Overall,All Races,Age 20 and Older,< 12th Grade,45.1,45.3,-0.44150110375275
Kentucky,2012,Overall,All Races,Age 20 and Older,> 12th Grade,20.3,20.0,1.5000000000000036
Kentucky,2012,Overall,All Races,Age 25 and Older,12th Grade,30.2,32.3,-6.501547987616092
Kentucky,2012,Overall,All Races,Age 25 and Older,< 12th Grade,43.7,43.9,-0.455580865603635
Kentucky,2012,Overall,All Races,Age 25 and Older,> 12th Grade,20.4,20.2,0.9900990099009866
Kentucky,2012,Overall,All Races,All Ages,All Grades,28.3,29.0,-2.4137931034482736
Kentucky,2012,Overall,American Indian/Alaska Native,All Ages,All Grades,51.8,47.9,8.141962421711897
Kentucky,2012,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Kentucky,2012,Overall,Hispanic,All Ages,All Grades,23.7,28.2,-15.957446808510639
Kentucky,2012,Overall,White,All Ages,All Grades,27.9,28.5,-2.1052631578947416
Louisiana,2012,Female,All Races,18 to 44 Years,All Grades,25.0,26.3,-4.9429657794676825
Louisiana,2012,Female,All Races,All Ages,All Grades,21.1,22.3,-5.381165919282508
Louisiana,2012,Male,All Races,All Ages,All Grades,28.6,29.5,-3.0508474576271136
Louisiana,2012,Overall,African American,All Ages,All Grades,23.0,25.4,-9.448818897637791
Louisiana,2012,Overall,All Races,18 to 24 Years,All Grades,21.2,22.8,-7.017543859649129
Louisiana,2012,Overall,All Races,25 to 44 Years,All Grades,31.7,33.0,-3.9393939393939412
Louisiana,2012,Overall,All Races,45 to 64 Years,All Grades,26.0,26.3,-1.1406844106463905
Louisiana,2012,Overall,All Races,65 Years and Older,All Grades,12.0,12.1,-0.8264462809917327
Louisiana,2012,Overall,All Races,Age 20 and Older,12th Grade,26.6,30.3,-12.211221122112208
Louisiana,2012,Overall,All Races,Age 20 and Older,< 12th Grade,38.3,39.8,-3.7688442211055277
Louisiana,2012,Overall,All Races,Age 20 and Older,> 12th Grade,19.2,18.3,4.918032786885238
Louisiana,2012,Overall,All Races,Age 25 and Older,12th Grade,27.0,30.9,-12.621359223300967
Louisiana,2012,Overall,All Races,Age 25 and Older,< 12th Grade,38.8,37.6,3.191489361702116
Louisiana,2012,Overall,All Races,Age 25 and Older,> 12th Grade,19.0,18.5,2.7027027027027026
Louisiana,2012,Overall,All Races,All Ages,All Grades,24.8,25.7,-3.5019455252918235
Louisiana,2012,Overall,American Indian/Alaska Native,All Ages,All Grades,33.3,32.4,2.7777777777777737
Louisiana,2012,Overall,Asian/Pacific Islander,All Ages,All Grades,,29.1,
Louisiana,2012,Overall,Hispanic,All Ages,All Grades,29.6,18.2,62.63736263736265
Louisiana,2012,Overall,White,All Ages,All Grades,25.6,26.1,-1.9157088122605364
Maine,2012,Female,All Races,18 to 44 Years,All Grades,23.9,29.9,-20.066889632107024
Maine,2012,Female,All Races,All Ages,All Grades,17.8,20.6,-13.592233009708739
Maine,2012,Male,All Races,All Ages,All Grades,23.0,25.1,-8.366533864541838
Maine,2012,Overall,African American,All Ages,All Grades,,19.7,
Maine,2012,Overall,All Races,18 to 24 Years,All Grades,26.5,29.2,-9.246575342465752
Maine,2012,Overall,All Races,25 to 44 Years,All Grades,28.1,32.9,-14.589665653495432
Maine,2012,Overall,All Races,45 to 64 Years,All Grades,19.7,21.0,-6.190476190476193
Maine,2012,Overall,All Races,65 Years and Older,All Grades,7.7,7.9,-2.531645569620255
Maine,2012,Overall,All Races,Age 20 and Older,12th Grade,27.3,28.2,-3.1914893617021227
Maine,2012,Overall,All Races,Age 20 and Older,< 12th Grade,38.2,41.4,-7.7294685990338055
Maine,2012,Overall,All Races,Age 20 and Older,> 12th Grade,13.7,15.8,-13.291139240506338
Maine,2012,Overall,All Races,Age 25 and Older,12th Grade,25.7,27.3,-5.860805860805866
Maine,2012,Overall,All Races,Age 25 and Older,< 12th Grade,35.4,39.2,-9.69387755102042
Maine,2012,Overall,All Races,Age 25 and Older,> 12th Grade,13.3,15.5,-14.19354838709677
Maine,2012,Overall,All Races,All Ages,All Grades,20.3,22.8,-10.964912280701753
Maine,2012,Overall,American Indian/Alaska Native,All Ages,All Grades,39.5,45.0,-12.222222222222221
Maine,2012,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Maine,2012,Overall,Hispanic,All Ages,All Grades,15.2,32.0,-52.5
Maine,2012,Overall,White,All Ages,All Grades,19.9,22.3,-10.762331838565032
Maryland,2012,Female,All Races,18 to 44 Years,All Grades,16.2,18.7,-13.368983957219251
Maryland,2012,Female,All Races,All Ages,All Grades,14.9,17.2,-13.372093023255808
Maryland,2012,Male,All Races,All Ages,All Grades,17.5,21.2,-17.452830188679243
Maryland,2012,Overall,African American,All Ages,All Grades,16.7,18.9,-11.640211640211637
Maryland,2012,Overall,All Races,18 to 24 Years,All Grades,14.4,23.0,-37.391304347826086
Maryland,2012,Overall,All Races,25 to 44 Years,All Grades,19.4,21.9,-11.415525114155251
Maryland,2012,Overall,All Races,45 to 64 Years,All Grades,17.4,19.9,-12.56281407035176
Maryland,2012,Overall,All Races,65 Years and Older,All Grades,9.0,9.2,-2.173913043478253
Maryland,2012,Overall,All Races,Age 20 and Older,12th Grade,22.9,27.5,-16.72727272727273
Maryland,2012,Overall,All Races,Age 20 and Older,< 12th Grade,30.9,36.5,-15.34246575342466
Maryland,2012,Overall,All Races,Age 20 and Older,> 12th Grade,11.3,12.2,-7.377049180327858
Maryland,2012,Overall,All Races,Age 25 and Older,12th Grade,23.0,27.3,-15.750915750915752
Maryland,2012,Overall,All Races,Age 25 and Older,< 12th Grade,30.6,33.5,-8.656716417910445
Maryland,2012,Overall,All Races,Age 25 and Older,> 12th Grade,11.0,11.7,-5.982905982905978
Maryland,2012,Overall,All Races,All Ages,All Grades,16.2,19.1,-15.18324607329844
Maryland,2012,Overall,American Indian/Alaska Native,All Ages,All Grades,17.7,,
Maryland,2012,Overall,Asian/Pacific Islander,All Ages,All Grades,7.3,9.1,-19.780219780219777
Maryland,2012,Overall,Hispanic,All Ages,All Grades,10.1,19.9,-49.246231155778894
Maryland,2012,Overall,White,All Ages,All Grades,17.6,19.6,-10.204081632653061
Massachusetts,2012,Female,All Races,18 to 44 Years,All Grades,17.7,20.7,-14.492753623188406
Massachusetts,2012,Female,All Races,All Ages,All Grades,14.8,16.9,-12.426035502958568
Massachusetts,2012,Male,All Races,All Ages,All Grades,18.0,19.7,-8.62944162436548
Massachusetts,2012,Overall,African American,All Ages,All Grades,18.2,17.1,6.432748538011683
Massachusetts,2012,Overall,All Races,18 to 24 Years,All Grades,17.7,22.6,-21.68141592920355
Massachusetts,2012,Overall,All Races,25 to 44 Years,All Grades,20.9,23.3,-10.300429184549365
Massachusetts,2012,Overall,All Races,45 to 64 Years,All Grades,16.3,16.7,-2.395209580838315
Massachusetts,2012,Overall,All Races,65 Years and Older,All Grades,8.4,9.0,-6.6666666666666625
Massachusetts,2012,Overall,All Races,Age 20 and Older,12th Grade,23.6,25.8,-8.527131782945734
Massachusetts,2012,Overall,All Races,Age 20 and Older,< 12th Grade,31.3,31.0,0.9677419354838732
Massachusetts,2012,Overall,All Races,Age 20 and Older,> 12th Grade,11.7,13.1,-10.687022900763361
Massachusetts,2012,Overall,All Races,Age 25 and Older,12th Grade,23.2,24.3,-4.526748971193421
Massachusetts,2012,Overall,All Races,Age 25 and Older,< 12th Grade,29.0,29.5,-1.694915254237288
Massachusetts,2012,Overall,All Races,Age 25 and Older,> 12th Grade,11.4,12.8,-10.937500000000002
Massachusetts,2012,Overall,All Races,All Ages,All Grades,16.4,18.2,-9.890109890109894
Massachusetts,2012,Overall,American Indian/Alaska Native,All Ages,All Grades,34.2,31.2,9.615384615384627
Massachusetts,2012,Overall,Asian/Pacific Islander,All Ages,All Grades,7.8,8.8,-11.363636363636372
Massachusetts,2012,Overall,Hispanic,All Ages,All Grades,16.9,19.2,-11.97916666666667
Massachusetts,2012,Overall,White,All Ages,All Grades,16.4,18.3,-10.382513661202198
Michigan,2012,Female,All Races,18 to 44 Years,All Grades,29.1,23.9,21.757322175732227
Michigan,2012,Female,All Races,All Ages,All Grades,22.8,19.6,16.326530612244895
Michigan,2012,Male,All Races,All Ages,All Grades,23.8,27.2,-12.499999999999996
Michigan,2012,Overall,African American,All Ages,All Grades,26.6,27.1,-1.8450184501845017
Michigan,2012,Overall,All Races,18 to 24 Years,All Grades,24.9,24.3,2.469135802469127
Michigan,2012,Overall,All Races,25 to 44 Years,All Grades,30.0,29.5,1.694915254237288
Michigan,2012,Overall,All Races,45 to 64 Years,All Grades,25.5,24.3,4.938271604938269
Michigan,2012,Overall,All Races,65 Years and Older,All Grades,7.7,9.9,-22.222222222222225
Michigan,2012,Overall,All Races,Age 20 and Older,12th Grade,27.0,28.4,-4.929577464788728
Michigan,2012,Overall,All Races,Age 20 and Older,< 12th Grade,47.1,43.7,7.78032036613272
Michigan,2012,Overall,All Races,Age 20 and Older,> 12th Grade,17.1,16.8,1.7857142857142898
Michigan,2012,Overall,All Races,Age 25 and Older,12th Grade,26.7,27.5,-2.909090909090912
Michigan,2012,Overall,All Races,Age 25 and Older,< 12th Grade,45.0,42.3,6.382978723404262
Michigan,2012,Overall,All Races,Age 25 and Older,> 12th Grade,17.3,17.1,1.1695906432748495
Michigan,2012,Overall,All Races,All Ages,All Grades,23.3,23.3,0.0
Michigan,2012,Overall,American Indian/Alaska Native,All Ages,All Grades,43.8,33.6,30.357142857142843
Michigan,2012,Overall,Asian/Pacific Islander,All Ages,All Grades,13.7,6.3,117.46031746031747
Michigan,2012,Overall,Hispanic,All Ages,All Grades,27.7,20.0,38.49999999999999
Michigan,2012,Overall,White,All Ages,All Grades,22.4,22.8,-1.75438596491229
Minnesota,2012,Female,All Races,18 to 44 Years,All Grades,19.5,21.0,-7.142857142857143
Minnesota,2012,Female,All Races,All Ages,All Grades,16.0,17.0,-5.882352941176471
Minnesota,2012,Male,All Races,All Ages,All Grades,21.7,21.2,2.358490566037736
Minnesota,2012,Overall,African American,All Ages,All Grades,29.4,29.8,-1.342281879194638
Minnesota,2012,Overall,All Races,18 to 24 Years,All Grades,20.6,24.7,-16.5991902834008
Minnesota,2012,Overall,All Races,25 to 44 Years,All Grades,24.2,22.7,6.607929515418502
Minnesota,2012,Overall,All Races,45 to 64 Years,All Grades,18.3,18.9,-3.1746031746031638
Minnesota,2012,Overall,All Races,65 Years and Older,All Grades,8.8,8.6,2.32558139534885
Minnesota,2012,Overall,All Races,Age 20 and Older,12th Grade,25.9,25.3,2.3715415019762762
Minnesota,2012,Overall,All Races,Age 20 and Older,< 12th Grade,34.8,32.9,5.775075987841941
Minnesota,2012,Overall,All Races,Age 20 and Older,> 12th Grade,14.5,14.9,-2.684563758389264
Minnesota,2012,Overall,All Races,Age 25 and Older,12th Grade,24.7,23.6,4.661016949152533
Minnesota,2012,Overall,All Races,Age 25 and Older,< 12th Grade,33.6,31.8,5.6603773584905674
Minnesota,2012,Overall,All Races,Age 25 and Older,> 12th Grade,14.3,14.4,-0.694444444444442
Minnesota,2012,Overall,All Races,All Ages,All Grades,18.8,19.1,-1.570680628272255
Minnesota,2012,Overall,American Indian/Alaska Native,All Ages,All Grades,34.4,47.1,-26.963906581740982
Minnesota,2012,Overall,Asian/Pacific Islander,All Ages,All Grades,10.5,13.7,-23.35766423357664
Minnesota,2012,Overall,Hispanic,All Ages,All Grades,18.5,20.1,-7.960199004975131
Minnesota,2012,Overall,White,All Ages,All Grades,18.0,18.2,-1.098901098901095
Mississippi,2012,Female,All Races,18 to 44 Years,All Grades,23.0,26.2,-12.213740458015266
Mississippi,2012,Female,All Races,All Ages,All Grades,21.0,21.8,-3.669724770642205
Mississippi,2012,Male,All Races,All Ages,All Grades,27.3,30.5,-10.491803278688522
Mississippi,2012,Overall,African American,All Ages,All Grades,22.3,22.8,-2.1929824561403506
Mississippi,2012,Overall,All Races,18 to 24 Years,All Grades,23.8,29.0,-17.931034482758616
Mississippi,2012,Overall,All Races,25 to 44 Years,All Grades,28.4,31.8,-10.691823899371077
Mississippi,2012,Overall,All Races,45 to 64 Years,All Grades,27.4,27.3,0.3663003663003585
Mississippi,2012,Overall,All Races,65 Years and Older,All Grades,9.6,10.0,-4.0000000000000036
Mississippi,2012,Overall,All Races,Age 20 and Older,12th Grade,26.1,29.5,-11.525423728813555
Mississippi,2012,Overall,All Races,Age 20 and Older,< 12th Grade,38.6,38.5,0.25974025974026343
Mississippi,2012,Overall,All Races,Age 20 and Older,> 12th Grade,17.0,19.7,-13.705583756345176
Mississippi,2012,Overall,All Races,Age 25 and Older,12th Grade,25.7,28.5,-9.824561403508774
Mississippi,2012,Overall,All Races,Age 25 and Older,< 12th Grade,37.2,36.5,1.91780821917809
Mississippi,2012,Overall,All Races,Age 25 and Older,> 12th Grade,17.7,19.0,-6.842105263157897
Mississippi,2012,Overall,All Races,All Ages,All Grades,24.0,26.0,-7.6923076923076925
Mississippi,2012,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
Mississippi,2012,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Mississippi,2012,Overall,Hispanic,All Ages,All Grades,26.6,25.3,5.138339920948619
Mississippi,2012,Overall,White,All Ages,All Grades,24.7,27.2,-9.191176470588236
Missouri,2012,Female,All Races,18 to 44 Years,All Grades,25.4,28.6,-11.188811188811199
Missouri,2012,Female,All Races,All Ages,All Grades,21.8,23.6,-7.6271186440677985
Missouri,2012,Male,All Races,All Ages,All Grades,26.2,26.4,-0.7575757575757549
Missouri,2012,Overall,African American,All Ages,All Grades,22.1,28.0,-21.071428571428566
Missouri,2012,Overall,All Races,18 to 24 Years,All Grades,23.4,25.8,-9.302325581395358
Missouri,2012,Overall,All Races,25 to 44 Years,All Grades,30.0,31.9,-5.956112852664573
Missouri,2012,Overall,All Races,45 to 64 Years,All Grades,25.5,26.2,-2.6717557251908373
Missouri,2012,Overall,All Races,65 Years and Older,All Grades,11.7,10.1,15.84158415841584
Missouri,2012,Overall,All Races,Age 20 and Older,12th Grade,26.9,31.2,-13.782051282051285
Missouri,2012,Overall,All Races,Age 20 and Older,< 12th Grade,43.9,42.9,2.331002331002331
Missouri,2012,Overall,All Races,Age 20 and Older,> 12th Grade,18.4,18.0,2.2222222222222143
Missouri,2012,Overall,All Races,Age 25 and Older,12th Grade,26.2,30.6,-14.379084967320269
Missouri,2012,Overall,All Races,Age 25 and Older,< 12th Grade,43.2,40.4,6.930693069306942
Missouri,2012,Overall,All Races,Age 25 and Older,> 12th Grade,18.2,17.9,1.675977653631289
Missouri,2012,Overall,All Races,All Ages,All Grades,23.9,25.0,-4.400000000000006
Missouri,2012,Overall,American Indian/Alaska Native,All Ages,All Grades,,36.0,
Missouri,2012,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Missouri,2012,Overall,Hispanic,All Ages,All Grades,20.5,16.2,26.543209876543216
Missouri,2012,Overall,White,All Ages,All Grades,24.0,24.9,-3.6144578313252955
Montana,2012,Female,All Races,18 to 44 Years,All Grades,24.6,22.5,9.33333333333334
Montana,2012,Female,All Races,All Ages,All Grades,18.8,21.0,-10.476190476190473
Montana,2012,Male,All Races,All Ages,All Grades,20.6,23.2,-11.206896551724128
Montana,2012,Overall,African American,All Ages,All Grades,,,
Montana,2012,Overall,All Races,18 to 24 Years,All Grades,26.0,24.4,6.557377049180334
Montana,2012,Overall,All Races,25 to 44 Years,All Grades,24.2,25.6,-5.468750000000009
Montana,2012,Overall,All Races,45 to 64 Years,All Grades,20.6,24.3,-15.226337448559669
Montana,2012,Overall,All Races,65 Years and Older,All Grades,7.8,11.0,-29.09090909090909
Montana,2012,Overall,All Races,Age 20 and Older,12th Grade,24.5,28.1,-12.811387900355875
